Logging to logs/selfsup_mamba_20251020-224608
GPU is available
Using device: cuda
training lstm
[01] train=1.1348e-01 | val=1.0013e-01 | L=8.97e-02 E=1.04e-02 Dyn=2.01e+00 | eig-ratio-L2=2.377e-01 axis-align=0.826
[227] train=2.4466e-02 | val=6.9610e-02 | L=6.06e-02 E=9.00e-03 Dyn=1.34e+00 | eig-ratio-L2=1.759e-01 axis-align=0.895
[228] train=2.4562e-02 | val=6.7976e-02 | L=5.97e-02 E=8.25e-03 Dyn=1.34e+00 | eig-ratio-L2=1.807e-01 axis-align=0.891
[229] train=2.4751e-02 | val=7.0787e-02 | L=6.20e-02 E=8.76e-03 Dyn=1.35e+00 | eig-ratio-L2=1.803e-01 axis-align=0.897
[230] train=2.5117e-02 | val=7.1286e-02 | L=6.20e-02 E=9.24e-03 Dyn=1.42e+00 | eig-ratio-L2=1.795e-01 axis-align=0.894
[231] train=2.5302e-02 | val=7.0104e-02 | L=6.17e-02 E=8.40e-03 Dyn=1.36e+00 | eig-ratio-L2=1.792e-01 axis-align=0.900
[232] train=2.5042e-02 | val=7.0592e-02 | L=6.18e-02 E=8.77e-03 Dyn=1.34e+00 | eig-ratio-L2=1.761e-01 axis-align=0.888
[233] train=2.4629e-02 | val=6.9477e-02 | L=6.09e-02 E=8.58e-03 Dyn=1.35e+00 | eig-ratio-L2=1.826e-01 axis-align=0.892
[234] train=2.3849e-02 | val=7.0554e-02 | L=6.18e-02 E=8.79e-03 Dyn=1.27e+00 | eig-ratio-L2=1.773e-01 axis-align=0.889
[235] train=2.4709e-02 | val=6.9068e-02 | L=6.07e-02 E=8.37e-03 Dyn=1.39e+00 | eig-ratio-L2=1.797e-01 axis-align=0.889
[236] train=2.4785e-02 | val=7.0518e-02 | L=6.15e-02 E=9.00e-03 Dyn=1.32e+00 | eig-ratio-L2=1.831e-01 axis-align=0.887
[237] train=2.4473e-02 | val=6.9702e-02 | L=6.07e-02 E=9.00e-03 Dyn=1.31e+00 | eig-ratio-L2=1.830e-01 axis-align=0.891
[238] train=2.4180e-02 | val=7.0032e-02 | L=6.09e-02 E=9.14e-03 Dyn=1.34e+00 | eig-ratio-L2=1.770e-01 axis-align=0.891
[239] train=2.4052e-02 | val=6.9672e-02 | L=6.08e-02 E=8.85e-03 Dyn=1.33e+00 | eig-ratio-L2=1.765e-01 axis-align=0.893
[240] train=2.4048e-02 | val=6.9389e-02 | L=6.05e-02 E=8.94e-03 Dyn=1.32e+00 | eig-ratio-L2=1.781e-01 axis-align=0.893
[241] train=2.4188e-02 | val=6.9860e-02 | L=6.08e-02 E=9.03e-03 Dyn=1.34e+00 | eig-ratio-L2=1.783e-01 axis-align=0.892
[242] train=2.4755e-02 | val=6.9117e-02 | L=6.06e-02 E=8.56e-03 Dyn=1.30e+00 | eig-ratio-L2=1.729e-01 axis-align=0.887
[243] train=2.4527e-02 | val=7.1337e-02 | L=6.21e-02 E=9.23e-03 Dyn=1.45e+00 | eig-ratio-L2=1.838e-01 axis-align=0.894
[244] train=2.4311e-02 | val=6.8462e-02 | L=6.01e-02 E=8.33e-03 Dyn=1.41e+00 | eig-ratio-L2=1.774e-01 axis-align=0.888
[245] train=2.4093e-02 | val=6.9473e-02 | L=6.04e-02 E=9.03e-03 Dyn=1.36e+00 | eig-ratio-L2=1.783e-01 axis-align=0.893
[246] train=2.4134e-02 | val=6.9999e-02 | L=6.10e-02 E=9.04e-03 Dyn=1.43e+00 | eig-ratio-L2=1.804e-01 axis-align=0.890
[247] train=2.4536e-02 | val=7.1301e-02 | L=6.26e-02 E=8.66e-03 Dyn=1.31e+00 | eig-ratio-L2=1.768e-01 axis-align=0.891
[248] train=2.5077e-02 | val=6.9931e-02 | L=6.12e-02 E=8.76e-03 Dyn=1.36e+00 | eig-ratio-L2=1.786e-01 axis-align=0.887
[249] train=2.4038e-02 | val=6.9071e-02 | L=6.02e-02 E=8.83e-03 Dyn=1.40e+00 | eig-ratio-L2=1.798e-01 axis-align=0.892
[250] train=2.3865e-02 | val=6.8606e-02 | L=6.03e-02 E=8.28e-03 Dyn=1.30e+00 | eig-ratio-L2=1.805e-01 axis-align=0.888
[251] train=2.4090e-02 | val=7.0472e-02 | L=6.18e-02 E=8.71e-03 Dyn=1.43e+00 | eig-ratio-L2=1.811e-01 axis-align=0.890
[252] train=2.4325e-02 | val=6.9566e-02 | L=6.06e-02 E=8.98e-03 Dyn=1.31e+00 | eig-ratio-L2=1.789e-01 axis-align=0.898
[253] train=2.4549e-02 | val=6.7834e-02 | L=5.97e-02 E=8.15e-03 Dyn=1.32e+00 | eig-ratio-L2=1.803e-01 axis-align=0.887
[254] train=2.4051e-02 | val=6.9466e-02 | L=6.10e-02 E=8.42e-03 Dyn=1.32e+00 | eig-ratio-L2=1.802e-01 axis-align=0.895
[255] train=2.3991e-02 | val=7.1017e-02 | L=6.24e-02 E=8.66e-03 Dyn=1.30e+00 | eig-ratio-L2=1.765e-01 axis-align=0.891
[256] train=2.4453e-02 | val=7.0629e-02 | L=6.19e-02 E=8.69e-03 Dyn=1.34e+00 | eig-ratio-L2=1.769e-01 axis-align=0.888
[257] train=2.4098e-02 | val=6.7409e-02 | L=5.94e-02 E=7.99e-03 Dyn=1.35e+00 | eig-ratio-L2=1.834e-01 axis-align=0.892
[258] train=2.3893e-02 | val=6.9286e-02 | L=6.03e-02 E=8.95e-03 Dyn=1.33e+00 | eig-ratio-L2=1.767e-01 axis-align=0.892
[259] train=2.4013e-02 | val=6.9972e-02 | L=6.17e-02 E=8.29e-03 Dyn=1.35e+00 | eig-ratio-L2=1.794e-01 axis-align=0.895
[260] train=2.4465e-02 | val=6.8961e-02 | L=6.14e-02 E=7.55e-03 Dyn=1.30e+00 | eig-ratio-L2=1.798e-01 axis-align=0.892
[261] train=2.3802e-02 | val=6.7937e-02 | L=5.97e-02 E=8.20e-03 Dyn=1.30e+00 | eig-ratio-L2=1.765e-01 axis-align=0.891
[262] train=2.3459e-02 | val=7.0651e-02 | L=6.25e-02 E=8.11e-03 Dyn=1.34e+00 | eig-ratio-L2=1.771e-01 axis-align=0.894
[263] train=2.3513e-02 | val=7.0395e-02 | L=6.22e-02 E=8.19e-03 Dyn=1.38e+00 | eig-ratio-L2=1.783e-01 axis-align=0.894
[264] train=2.3704e-02 | val=7.0133e-02 | L=6.18e-02 E=8.37e-03 Dyn=1.32e+00 | eig-ratio-L2=1.825e-01 axis-align=0.890
[265] train=2.3881e-02 | val=6.9903e-02 | L=6.11e-02 E=8.77e-03 Dyn=1.35e+00 | eig-ratio-L2=1.761e-01 axis-align=0.892
[266] train=2.3950e-02 | val=7.1152e-02 | L=6.21e-02 E=9.05e-03 Dyn=1.30e+00 | eig-ratio-L2=1.786e-01 axis-align=0.887
[267] train=2.4063e-02 | val=6.9282e-02 | L=6.12e-02 E=8.05e-03 Dyn=1.37e+00 | eig-ratio-L2=1.778e-01 axis-align=0.890
[268] train=2.3894e-02 | val=7.0487e-02 | L=6.15e-02 E=8.97e-03 Dyn=1.35e+00 | eig-ratio-L2=1.800e-01 axis-align=0.890
[269] train=2.3902e-02 | val=6.9669e-02 | L=6.16e-02 E=8.07e-03 Dyn=1.37e+00 | eig-ratio-L2=1.819e-01 axis-align=0.891
[270] train=2.3964e-02 | val=6.8279e-02 | L=6.04e-02 E=7.90e-03 Dyn=1.33e+00 | eig-ratio-L2=1.772e-01 axis-align=0.889
[271] train=2.3632e-02 | val=7.0270e-02 | L=6.19e-02 E=8.41e-03 Dyn=1.32e+00 | eig-ratio-L2=1.821e-01 axis-align=0.894
[272] train=2.3423e-02 | val=7.0574e-02 | L=6.22e-02 E=8.36e-03 Dyn=1.30e+00 | eig-ratio-L2=1.769e-01 axis-align=0.888
[273] train=2.4111e-02 | val=6.9813e-02 | L=6.13e-02 E=8.50e-03 Dyn=1.26e+00 | eig-ratio-L2=1.792e-01 axis-align=0.895
[274] train=2.4143e-02 | val=7.0996e-02 | L=6.19e-02 E=9.14e-03 Dyn=1.26e+00 | eig-ratio-L2=1.800e-01 axis-align=0.892
[275] train=2.4156e-02 | val=6.9235e-02 | L=6.14e-02 E=7.86e-03 Dyn=1.29e+00 | eig-ratio-L2=1.815e-01 axis-align=0.894
[276] train=2.3473e-02 | val=6.8835e-02 | L=6.09e-02 E=7.97e-03 Dyn=1.29e+00 | eig-ratio-L2=1.792e-01 axis-align=0.889
[277] train=2.3291e-02 | val=6.9381e-02 | L=6.07e-02 E=8.67e-03 Dyn=1.37e+00 | eig-ratio-L2=1.804e-01 axis-align=0.892
[278] train=2.3466e-02 | val=6.9843e-02 | L=6.16e-02 E=8.28e-03 Dyn=1.32e+00 | eig-ratio-L2=1.825e-01 axis-align=0.896
[279] train=2.3860e-02 | val=7.0057e-02 | L=6.13e-02 E=8.76e-03 Dyn=1.34e+00 | eig-ratio-L2=1.786e-01 axis-align=0.892
[280] train=2.3796e-02 | val=6.9091e-02 | L=6.10e-02 E=8.13e-03 Dyn=1.33e+00 | eig-ratio-L2=1.835e-01 axis-align=0.888
[281] train=2.4031e-02 | val=6.9751e-02 | L=6.10e-02 E=8.72e-03 Dyn=1.36e+00 | eig-ratio-L2=1.781e-01 axis-align=0.893
[282] train=2.4059e-02 | val=6.8467e-02 | L=6.01e-02 E=8.38e-03 Dyn=1.39e+00 | eig-ratio-L2=1.782e-01 axis-align=0.891
[283] train=2.3573e-02 | val=7.0185e-02 | L=6.12e-02 E=8.97e-03 Dyn=1.32e+00 | eig-ratio-L2=1.825e-01 axis-align=0.891
[284] train=2.3467e-02 | val=7.1314e-02 | L=6.26e-02 E=8.69e-03 Dyn=1.37e+00 | eig-ratio-L2=1.793e-01 axis-align=0.894
[285] train=2.3146e-02 | val=6.9771e-02 | L=6.16e-02 E=8.14e-03 Dyn=1.33e+00 | eig-ratio-L2=1.789e-01 axis-align=0.893
[286] train=2.3284e-02 | val=7.0255e-02 | L=6.16e-02 E=8.69e-03 Dyn=1.37e+00 | eig-ratio-L2=1.825e-01 axis-align=0.888
[287] train=2.3543e-02 | val=6.7678e-02 | L=6.00e-02 E=7.71e-03 Dyn=1.35e+00 | eig-ratio-L2=1.780e-01 axis-align=0.892
[288] train=2.3742e-02 | val=7.0114e-02 | L=6.14e-02 E=8.71e-03 Dyn=1.38e+00 | eig-ratio-L2=1.818e-01 axis-align=0.895
[289] train=2.3580e-02 | val=6.8424e-02 | L=6.01e-02 E=8.32e-03 Dyn=1.37e+00 | eig-ratio-L2=1.779e-01 axis-align=0.891
[290] train=2.3238e-02 | val=6.9342e-02 | L=6.07e-02 E=8.65e-03 Dyn=1.29e+00 | eig-ratio-L2=1.794e-01 axis-align=0.890
[291] train=2.3331e-02 | val=6.7961e-02 | L=6.06e-02 E=7.32e-03 Dyn=1.29e+00 | eig-ratio-L2=1.782e-01 axis-align=0.891
[292] train=2.3004e-02 | val=6.8658e-02 | L=6.05e-02 E=8.17e-03 Dyn=1.35e+00 | eig-ratio-L2=1.787e-01 axis-align=0.891
[293] train=2.2906e-02 | val=6.8274e-02 | L=6.05e-02 E=7.79e-03 Dyn=1.27e+00 | eig-ratio-L2=1.796e-01 axis-align=0.893
[294] train=2.3098e-02 | val=6.9359e-02 | L=6.14e-02 E=7.96e-03 Dyn=1.27e+00 | eig-ratio-L2=1.819e-01 axis-align=0.892
[295] train=2.3263e-02 | val=7.0836e-02 | L=6.22e-02 E=8.60e-03 Dyn=1.34e+00 | eig-ratio-L2=1.804e-01 axis-align=0.895
[296] train=2.3487e-02 | val=6.8858e-02 | L=6.08e-02 E=8.10e-03 Dyn=1.31e+00 | eig-ratio-L2=1.826e-01 axis-align=0.888
[297] train=2.3530e-02 | val=6.8093e-02 | L=6.06e-02 E=7.54e-03 Dyn=1.33e+00 | eig-ratio-L2=1.788e-01 axis-align=0.888
[298] train=2.3934e-02 | val=6.8976e-02 | L=6.10e-02 E=7.99e-03 Dyn=1.27e+00 | eig-ratio-L2=1.786e-01 axis-align=0.894
[299] train=2.4211e-02 | val=6.8460e-02 | L=6.05e-02 E=7.98e-03 Dyn=1.27e+00 | eig-ratio-L2=1.780e-01 axis-align=0.896
[300] train=2.3390e-02 | val=6.9574e-02 | L=6.08e-02 E=8.79e-03 Dyn=1.31e+00 | eig-ratio-L2=1.807e-01 axis-align=0.897
Pred I (trace=1):
 [[ 0.2498  0.0621 -0.2094]
 [ 0.0621  0.1917 -0.076 ]
 [-0.2094 -0.076   0.5585]]
True I (trace=1):
 [[ 0.2442  0.0623 -0.1731]
 [ 0.0623  0.3106 -0.0863]
 [-0.1731 -0.0863  0.4452]]

--- Principal inertia comparison ---
eigs_pred: [0.133188 0.183812 0.683   ]
eigs_true: [0.143713 0.270681 0.585606]
abs_err  : [0.010525 0.086869 0.097394]
rel_err  : [0.073238 0.320927 0.166313]
axis |cos|: [0.916387 0.899701 0.983302]   mean= 0.9331
frame misalignment: 25.882 deg  (0.4517 rad)
axis match (pred i -> true j): [0, 1, 2]
Validation of model: transformer
Pred I (trace=1):
 [[ 0.2498  0.0621 -0.2094]
 [ 0.0621  0.1917 -0.076 ]
 [-0.2094 -0.076   0.5585]]
True I (trace=1):
 [[ 0.2442  0.0623 -0.1731]
 [ 0.0623  0.3106 -0.0863]
 [-0.1731 -0.0863  0.4452]]

--- Principal inertia comparison ---
eigs_pred: [0.133188 0.183812 0.683   ]
eigs_true: [0.143713 0.270681 0.585606]
abs_err  : [0.010525 0.086869 0.097394]
rel_err  : [0.073238 0.320927 0.166313]
axis |cos|: [0.916387 0.899701 0.983302]   mean= 0.9331
frame misalignment: 25.882 deg  (0.4517 rad)
axis match (pred i -> true j): [0, 1, 2]
training tcn
[01] train=1.0429e-01 | val=9.3746e-02 | L=8.38e-02 E=9.92e-03 Dyn=2.02e+00 | eig-ratio-L2=2.291e-01 axis-align=0.840
[02] train=9.2722e-02 | val=8.7809e-02 | L=7.80e-02 E=9.76e-03 Dyn=1.94e+00 | eig-ratio-L2=2.257e-01 axis-align=0.845
[03] train=8.9474e-02 | val=8.8890e-02 | L=7.66e-02 E=1.22e-02 Dyn=2.03e+00 | eig-ratio-L2=2.144e-01 axis-align=0.856
[04] train=8.3571e-02 | val=7.9037e-02 | L=6.95e-02 E=9.55e-03 Dyn=1.96e+00 | eig-ratio-L2=2.149e-01 axis-align=0.872
[05] train=8.0253e-02 | val=7.7926e-02 | L=6.74e-02 E=1.06e-02 Dyn=2.06e+00 | eig-ratio-L2=2.093e-01 axis-align=0.875
[06] train=7.8354e-02 | val=7.5597e-02 | L=6.58e-02 E=9.76e-03 Dyn=1.97e+00 | eig-ratio-L2=2.082e-01 axis-align=0.882
[07] train=7.5945e-02 | val=7.3646e-02 | L=6.34e-02 E=1.02e-02 Dyn=1.96e+00 | eig-ratio-L2=2.071e-01 axis-align=0.888
[08] train=7.5580e-02 | val=7.3187e-02 | L=6.29e-02 E=1.03e-02 Dyn=1.96e+00 | eig-ratio-L2=2.042e-01 axis-align=0.888
[09] train=7.5334e-02 | val=7.6121e-02 | L=6.43e-02 E=1.18e-02 Dyn=1.99e+00 | eig-ratio-L2=2.016e-01 axis-align=0.885
[10] train=7.3244e-02 | val=7.2449e-02 | L=6.22e-02 E=1.02e-02 Dyn=1.95e+00 | eig-ratio-L2=2.027e-01 axis-align=0.896
[11] train=7.3867e-02 | val=7.3657e-02 | L=6.31e-02 E=1.05e-02 Dyn=1.88e+00 | eig-ratio-L2=2.019e-01 axis-align=0.891
[12] train=7.2389e-02 | val=7.0289e-02 | L=6.05e-02 E=9.82e-03 Dyn=1.94e+00 | eig-ratio-L2=1.983e-01 axis-align=0.885
[13] train=7.1056e-02 | val=7.4623e-02 | L=6.29e-02 E=1.18e-02 Dyn=1.95e+00 | eig-ratio-L2=1.984e-01 axis-align=0.889
[14] train=7.0467e-02 | val=6.9085e-02 | L=5.96e-02 E=9.51e-03 Dyn=1.88e+00 | eig-ratio-L2=1.988e-01 axis-align=0.891
[15] train=7.0746e-02 | val=6.9927e-02 | L=5.94e-02 E=1.05e-02 Dyn=1.86e+00 | eig-ratio-L2=1.953e-01 axis-align=0.888
[16] train=6.9453e-02 | val=7.1060e-02 | L=6.04e-02 E=1.07e-02 Dyn=1.87e+00 | eig-ratio-L2=1.941e-01 axis-align=0.885
[17] train=6.9920e-02 | val=7.0368e-02 | L=5.97e-02 E=1.07e-02 Dyn=1.84e+00 | eig-ratio-L2=1.946e-01 axis-align=0.898
[18] train=6.8675e-02 | val=6.6956e-02 | L=5.69e-02 E=1.00e-02 Dyn=1.79e+00 | eig-ratio-L2=1.892e-01 axis-align=0.889
[19] train=6.7655e-02 | val=6.8728e-02 | L=5.81e-02 E=1.06e-02 Dyn=1.82e+00 | eig-ratio-L2=1.879e-01 axis-align=0.893
[20] train=6.7095e-02 | val=6.8040e-02 | L=5.76e-02 E=1.05e-02 Dyn=1.70e+00 | eig-ratio-L2=1.888e-01 axis-align=0.892
[21] train=6.7259e-02 | val=6.7164e-02 | L=5.69e-02 E=1.03e-02 Dyn=1.70e+00 | eig-ratio-L2=1.870e-01 axis-align=0.894
[22] train=6.5820e-02 | val=6.7029e-02 | L=5.69e-02 E=1.01e-02 Dyn=1.72e+00 | eig-ratio-L2=1.872e-01 axis-align=0.896
[23] train=6.5272e-02 | val=6.7823e-02 | L=5.68e-02 E=1.10e-02 Dyn=1.69e+00 | eig-ratio-L2=1.847e-01 axis-align=0.895
[24] train=6.4054e-02 | val=6.5996e-02 | L=5.55e-02 E=1.05e-02 Dyn=1.61e+00 | eig-ratio-L2=1.842e-01 axis-align=0.893
[25] train=6.4090e-02 | val=6.8885e-02 | L=5.80e-02 E=1.09e-02 Dyn=1.64e+00 | eig-ratio-L2=1.842e-01 axis-align=0.891
[26] train=6.4094e-02 | val=6.5069e-02 | L=5.51e-02 E=9.98e-03 Dyn=1.56e+00 | eig-ratio-L2=1.835e-01 axis-align=0.898
[27] train=6.2580e-02 | val=6.5663e-02 | L=5.50e-02 E=1.06e-02 Dyn=1.51e+00 | eig-ratio-L2=1.831e-01 axis-align=0.891
[28] train=6.2778e-02 | val=6.4769e-02 | L=5.47e-02 E=1.01e-02 Dyn=1.50e+00 | eig-ratio-L2=1.807e-01 axis-align=0.895
[29] train=6.2021e-02 | val=6.4315e-02 | L=5.43e-02 E=1.00e-02 Dyn=1.48e+00 | eig-ratio-L2=1.807e-01 axis-align=0.897
[30] train=6.2005e-02 | val=7.0234e-02 | L=5.68e-02 E=1.35e-02 Dyn=1.57e+00 | eig-ratio-L2=1.770e-01 axis-align=0.889
[31] train=6.1494e-02 | val=6.4547e-02 | L=5.43e-02 E=1.03e-02 Dyn=1.45e+00 | eig-ratio-L2=1.805e-01 axis-align=0.896
[32] train=6.0674e-02 | val=6.4211e-02 | L=5.37e-02 E=1.06e-02 Dyn=1.45e+00 | eig-ratio-L2=1.757e-01 axis-align=0.893
[33] train=5.9763e-02 | val=6.4282e-02 | L=5.40e-02 E=1.03e-02 Dyn=1.39e+00 | eig-ratio-L2=1.769e-01 axis-align=0.891
[34] train=6.0056e-02 | val=6.3093e-02 | L=5.30e-02 E=1.01e-02 Dyn=1.38e+00 | eig-ratio-L2=1.768e-01 axis-align=0.894
[35] train=5.9069e-02 | val=6.2057e-02 | L=5.21e-02 E=9.97e-03 Dyn=1.35e+00 | eig-ratio-L2=1.758e-01 axis-align=0.891
[36] train=5.8780e-02 | val=6.4252e-02 | L=5.34e-02 E=1.09e-02 Dyn=1.38e+00 | eig-ratio-L2=1.713e-01 axis-align=0.894
[37] train=5.8996e-02 | val=6.2833e-02 | L=5.27e-02 E=1.01e-02 Dyn=1.33e+00 | eig-ratio-L2=1.755e-01 axis-align=0.894
[38] train=5.8045e-02 | val=6.3179e-02 | L=5.23e-02 E=1.09e-02 Dyn=1.27e+00 | eig-ratio-L2=1.713e-01 axis-align=0.892
[39] train=5.7160e-02 | val=6.4017e-02 | L=5.27e-02 E=1.13e-02 Dyn=1.29e+00 | eig-ratio-L2=1.730e-01 axis-align=0.894
[40] train=5.7411e-02 | val=6.3577e-02 | L=5.25e-02 E=1.11e-02 Dyn=1.31e+00 | eig-ratio-L2=1.735e-01 axis-align=0.896
[41] train=5.6981e-02 | val=6.3310e-02 | L=5.23e-02 E=1.10e-02 Dyn=1.30e+00 | eig-ratio-L2=1.744e-01 axis-align=0.893
[42] train=5.6588e-02 | val=6.0328e-02 | L=5.06e-02 E=9.70e-03 Dyn=1.22e+00 | eig-ratio-L2=1.707e-01 axis-align=0.892
[43] train=5.5858e-02 | val=5.9681e-02 | L=4.96e-02 E=1.00e-02 Dyn=1.17e+00 | eig-ratio-L2=1.704e-01 axis-align=0.897
[44] train=5.5916e-02 | val=6.5236e-02 | L=5.36e-02 E=1.16e-02 Dyn=1.21e+00 | eig-ratio-L2=1.683e-01 axis-align=0.881
[45] train=5.5318e-02 | val=6.0643e-02 | L=5.02e-02 E=1.05e-02 Dyn=1.14e+00 | eig-ratio-L2=1.688e-01 axis-align=0.894
[46] train=5.4597e-02 | val=6.1662e-02 | L=5.12e-02 E=1.04e-02 Dyn=1.17e+00 | eig-ratio-L2=1.684e-01 axis-align=0.884
[47] train=5.5062e-02 | val=5.8943e-02 | L=4.92e-02 E=9.70e-03 Dyn=1.12e+00 | eig-ratio-L2=1.682e-01 axis-align=0.894
[48] train=5.4616e-02 | val=6.2395e-02 | L=5.15e-02 E=1.09e-02 Dyn=1.14e+00 | eig-ratio-L2=1.667e-01 axis-align=0.889
[49] train=5.3784e-02 | val=6.0349e-02 | L=5.00e-02 E=1.03e-02 Dyn=1.16e+00 | eig-ratio-L2=1.687e-01 axis-align=0.892
[50] train=5.3423e-02 | val=6.0552e-02 | L=5.04e-02 E=1.02e-02 Dyn=1.09e+00 | eig-ratio-L2=1.667e-01 axis-align=0.884
[51] train=5.4000e-02 | val=6.0712e-02 | L=4.98e-02 E=1.09e-02 Dyn=1.07e+00 | eig-ratio-L2=1.664e-01 axis-align=0.893
[52] train=5.3213e-02 | val=6.0130e-02 | L=4.99e-02 E=1.03e-02 Dyn=1.06e+00 | eig-ratio-L2=1.673e-01 axis-align=0.892
[53] train=5.3642e-02 | val=6.0880e-02 | L=5.00e-02 E=1.08e-02 Dyn=1.07e+00 | eig-ratio-L2=1.677e-01 axis-align=0.897
[54] train=5.2303e-02 | val=5.9413e-02 | L=4.91e-02 E=1.03e-02 Dyn=1.03e+00 | eig-ratio-L2=1.665e-01 axis-align=0.890
[55] train=5.2400e-02 | val=6.1274e-02 | L=5.00e-02 E=1.13e-02 Dyn=1.06e+00 | eig-ratio-L2=1.658e-01 axis-align=0.895
[56] train=5.2682e-02 | val=5.8237e-02 | L=4.85e-02 E=9.74e-03 Dyn=9.97e-01 | eig-ratio-L2=1.655e-01 axis-align=0.894
[57] train=5.1086e-02 | val=5.9853e-02 | L=4.94e-02 E=1.05e-02 Dyn=1.02e+00 | eig-ratio-L2=1.644e-01 axis-align=0.892
[58] train=5.1399e-02 | val=6.1287e-02 | L=4.97e-02 E=1.16e-02 Dyn=1.01e+00 | eig-ratio-L2=1.635e-01 axis-align=0.889
[59] train=5.2023e-02 | val=6.0121e-02 | L=4.92e-02 E=1.09e-02 Dyn=9.93e-01 | eig-ratio-L2=1.640e-01 axis-align=0.891
[60] train=5.0990e-02 | val=5.9413e-02 | L=4.86e-02 E=1.08e-02 Dyn=9.40e-01 | eig-ratio-L2=1.624e-01 axis-align=0.889
[61] train=5.0743e-02 | val=5.8862e-02 | L=4.82e-02 E=1.07e-02 Dyn=9.39e-01 | eig-ratio-L2=1.632e-01 axis-align=0.885
[62] train=5.0459e-02 | val=5.9517e-02 | L=4.89e-02 E=1.07e-02 Dyn=9.73e-01 | eig-ratio-L2=1.619e-01 axis-align=0.895
[63] train=5.0416e-02 | val=6.2150e-02 | L=5.02e-02 E=1.19e-02 Dyn=9.85e-01 | eig-ratio-L2=1.611e-01 axis-align=0.888
[64] train=5.0350e-02 | val=5.9205e-02 | L=4.87e-02 E=1.05e-02 Dyn=9.11e-01 | eig-ratio-L2=1.612e-01 axis-align=0.884
[65] train=5.0279e-02 | val=5.8070e-02 | L=4.79e-02 E=1.02e-02 Dyn=9.28e-01 | eig-ratio-L2=1.627e-01 axis-align=0.896
[66] train=4.9779e-02 | val=5.9333e-02 | L=4.87e-02 E=1.06e-02 Dyn=9.36e-01 | eig-ratio-L2=1.614e-01 axis-align=0.888
[67] train=4.9971e-02 | val=5.8962e-02 | L=4.86e-02 E=1.03e-02 Dyn=9.19e-01 | eig-ratio-L2=1.619e-01 axis-align=0.890
[68] train=4.9428e-02 | val=5.8433e-02 | L=4.79e-02 E=1.05e-02 Dyn=9.34e-01 | eig-ratio-L2=1.613e-01 axis-align=0.896
[69] train=4.8832e-02 | val=5.8588e-02 | L=4.78e-02 E=1.08e-02 Dyn=8.91e-01 | eig-ratio-L2=1.606e-01 axis-align=0.886
[70] train=4.8922e-02 | val=5.8544e-02 | L=4.74e-02 E=1.11e-02 Dyn=8.93e-01 | eig-ratio-L2=1.597e-01 axis-align=0.891
[71] train=4.8616e-02 | val=5.9120e-02 | L=4.85e-02 E=1.06e-02 Dyn=8.51e-01 | eig-ratio-L2=1.581e-01 axis-align=0.883
[72] train=4.8562e-02 | val=6.0020e-02 | L=4.81e-02 E=1.19e-02 Dyn=8.86e-01 | eig-ratio-L2=1.594e-01 axis-align=0.886
[73] train=4.8766e-02 | val=5.6223e-02 | L=4.66e-02 E=9.63e-03 Dyn=8.51e-01 | eig-ratio-L2=1.589e-01 axis-align=0.890
[74] train=4.9176e-02 | val=5.8496e-02 | L=4.76e-02 E=1.09e-02 Dyn=8.16e-01 | eig-ratio-L2=1.587e-01 axis-align=0.889
[75] train=4.8534e-02 | val=5.8438e-02 | L=4.82e-02 E=1.02e-02 Dyn=8.38e-01 | eig-ratio-L2=1.589e-01 axis-align=0.885
[76] train=4.8223e-02 | val=5.6954e-02 | L=4.69e-02 E=1.01e-02 Dyn=8.39e-01 | eig-ratio-L2=1.603e-01 axis-align=0.888
[77] train=4.8594e-02 | val=5.8042e-02 | L=4.70e-02 E=1.10e-02 Dyn=8.30e-01 | eig-ratio-L2=1.566e-01 axis-align=0.899
[78] train=4.7558e-02 | val=5.8307e-02 | L=4.74e-02 E=1.09e-02 Dyn=8.48e-01 | eig-ratio-L2=1.605e-01 axis-align=0.887
[79] train=4.7740e-02 | val=5.6868e-02 | L=4.64e-02 E=1.05e-02 Dyn=8.22e-01 | eig-ratio-L2=1.566e-01 axis-align=0.892
[80] train=4.7143e-02 | val=5.9470e-02 | L=4.83e-02 E=1.12e-02 Dyn=8.62e-01 | eig-ratio-L2=1.557e-01 axis-align=0.886
[81] train=4.7204e-02 | val=6.2076e-02 | L=4.99e-02 E=1.22e-02 Dyn=8.47e-01 | eig-ratio-L2=1.539e-01 axis-align=0.882
[82] train=4.7425e-02 | val=5.8800e-02 | L=4.79e-02 E=1.09e-02 Dyn=8.43e-01 | eig-ratio-L2=1.581e-01 axis-align=0.888
[83] train=4.7358e-02 | val=5.7771e-02 | L=4.67e-02 E=1.11e-02 Dyn=8.64e-01 | eig-ratio-L2=1.583e-01 axis-align=0.889
[84] train=4.7016e-02 | val=5.7328e-02 | L=4.68e-02 E=1.05e-02 Dyn=8.02e-01 | eig-ratio-L2=1.573e-01 axis-align=0.887
[85] train=4.6115e-02 | val=5.7307e-02 | L=4.67e-02 E=1.06e-02 Dyn=8.07e-01 | eig-ratio-L2=1.573e-01 axis-align=0.891
[86] train=4.6047e-02 | val=5.6654e-02 | L=4.63e-02 E=1.03e-02 Dyn=7.84e-01 | eig-ratio-L2=1.575e-01 axis-align=0.893
