Logging to logs/selfsup_mamba_20251020-224608
GPU is available
Using device: cuda
training lstm
[01] train=1.1348e-01 | val=1.0013e-01 | L=8.97e-02 E=1.04e-02 Dyn=2.01e+00 | eig-ratio-L2=2.377e-01 axis-align=0.826
[29] train=4.5807e-02 | val=5.2766e-02 | L=4.38e-02 E=8.93e-03 Dyn=9.50e-01 | eig-ratio-L2=1.525e-01 axis-align=0.898
[30] train=4.5271e-02 | val=5.2100e-02 | L=4.34e-02 E=8.68e-03 Dyn=8.81e-01 | eig-ratio-L2=1.543e-01 axis-align=0.904
[31] train=4.4640e-02 | val=5.3675e-02 | L=4.45e-02 E=9.21e-03 Dyn=9.65e-01 | eig-ratio-L2=1.549e-01 axis-align=0.891
[32] train=4.4265e-02 | val=5.3108e-02 | L=4.42e-02 E=8.93e-03 Dyn=9.92e-01 | eig-ratio-L2=1.545e-01 axis-align=0.898
[33] train=4.4178e-02 | val=5.1880e-02 | L=4.34e-02 E=8.49e-03 Dyn=9.16e-01 | eig-ratio-L2=1.527e-01 axis-align=0.895
[34] train=4.2824e-02 | val=5.2676e-02 | L=4.40e-02 E=8.67e-03 Dyn=9.33e-01 | eig-ratio-L2=1.521e-01 axis-align=0.895
[35] train=4.2664e-02 | val=5.1892e-02 | L=4.33e-02 E=8.60e-03 Dyn=8.34e-01 | eig-ratio-L2=1.501e-01 axis-align=0.901
[36] train=4.2325e-02 | val=5.2725e-02 | L=4.35e-02 E=9.22e-03 Dyn=9.17e-01 | eig-ratio-L2=1.545e-01 axis-align=0.900
[37] train=4.2681e-02 | val=5.2001e-02 | L=4.34e-02 E=8.60e-03 Dyn=8.91e-01 | eig-ratio-L2=1.518e-01 axis-align=0.896
[38] train=4.2075e-02 | val=5.6257e-02 | L=4.53e-02 E=1.09e-02 Dyn=8.75e-01 | eig-ratio-L2=1.487e-01 axis-align=0.895
[39] train=4.1649e-02 | val=5.2225e-02 | L=4.37e-02 E=8.51e-03 Dyn=8.33e-01 | eig-ratio-L2=1.502e-01 axis-align=0.900
[40] train=4.1565e-02 | val=5.3164e-02 | L=4.38e-02 E=9.40e-03 Dyn=8.96e-01 | eig-ratio-L2=1.508e-01 axis-align=0.896
[41] train=4.0718e-02 | val=5.0952e-02 | L=4.29e-02 E=8.07e-03 Dyn=8.81e-01 | eig-ratio-L2=1.527e-01 axis-align=0.897
[42] train=4.1220e-02 | val=5.2482e-02 | L=4.41e-02 E=8.40e-03 Dyn=7.91e-01 | eig-ratio-L2=1.473e-01 axis-align=0.894
[43] train=4.0398e-02 | val=5.1477e-02 | L=4.27e-02 E=8.76e-03 Dyn=8.82e-01 | eig-ratio-L2=1.527e-01 axis-align=0.898
[44] train=4.0490e-02 | val=5.1000e-02 | L=4.30e-02 E=8.01e-03 Dyn=7.88e-01 | eig-ratio-L2=1.524e-01 axis-align=0.898
[45] train=4.0197e-02 | val=5.1268e-02 | L=4.30e-02 E=8.24e-03 Dyn=8.34e-01 | eig-ratio-L2=1.487e-01 axis-align=0.900
[46] train=3.9789e-02 | val=5.1782e-02 | L=4.32e-02 E=8.55e-03 Dyn=8.83e-01 | eig-ratio-L2=1.528e-01 axis-align=0.896
[47] train=3.9776e-02 | val=5.0369e-02 | L=4.21e-02 E=8.26e-03 Dyn=8.02e-01 | eig-ratio-L2=1.472e-01 axis-align=0.902
[48] train=3.9144e-02 | val=5.0718e-02 | L=4.21e-02 E=8.58e-03 Dyn=8.82e-01 | eig-ratio-L2=1.534e-01 axis-align=0.901
[49] train=3.9688e-02 | val=5.1418e-02 | L=4.25e-02 E=8.90e-03 Dyn=8.04e-01 | eig-ratio-L2=1.472e-01 axis-align=0.904
[50] train=3.8382e-02 | val=5.1429e-02 | L=4.28e-02 E=8.60e-03 Dyn=7.94e-01 | eig-ratio-L2=1.506e-01 axis-align=0.898
[51] train=3.8799e-02 | val=5.1940e-02 | L=4.33e-02 E=8.59e-03 Dyn=8.40e-01 | eig-ratio-L2=1.498e-01 axis-align=0.904
[52] train=3.8659e-02 | val=5.0636e-02 | L=4.22e-02 E=8.48e-03 Dyn=8.23e-01 | eig-ratio-L2=1.479e-01 axis-align=0.899
[53] train=3.8766e-02 | val=5.1787e-02 | L=4.34e-02 E=8.38e-03 Dyn=8.12e-01 | eig-ratio-L2=1.484e-01 axis-align=0.903
[54] train=3.8357e-02 | val=4.9996e-02 | L=4.15e-02 E=8.45e-03 Dyn=8.08e-01 | eig-ratio-L2=1.483e-01 axis-align=0.903
[55] train=3.7470e-02 | val=4.9234e-02 | L=4.15e-02 E=7.78e-03 Dyn=8.91e-01 | eig-ratio-L2=1.527e-01 axis-align=0.899
[56] train=3.8090e-02 | val=5.1188e-02 | L=4.22e-02 E=9.01e-03 Dyn=8.58e-01 | eig-ratio-L2=1.501e-01 axis-align=0.900
[57] train=3.7689e-02 | val=4.8759e-02 | L=4.14e-02 E=7.32e-03 Dyn=8.39e-01 | eig-ratio-L2=1.474e-01 axis-align=0.909
[58] train=3.7606e-02 | val=5.0225e-02 | L=4.22e-02 E=8.02e-03 Dyn=7.48e-01 | eig-ratio-L2=1.447e-01 axis-align=0.899
[59] train=3.7664e-02 | val=4.9354e-02 | L=4.16e-02 E=7.79e-03 Dyn=8.44e-01 | eig-ratio-L2=1.505e-01 axis-align=0.902
[60] train=3.7603e-02 | val=5.1049e-02 | L=4.23e-02 E=8.76e-03 Dyn=8.52e-01 | eig-ratio-L2=1.497e-01 axis-align=0.907
[61] train=3.6918e-02 | val=4.9365e-02 | L=4.17e-02 E=7.70e-03 Dyn=8.37e-01 | eig-ratio-L2=1.496e-01 axis-align=0.906
[62] train=3.7520e-02 | val=4.8801e-02 | L=4.13e-02 E=7.49e-03 Dyn=7.67e-01 | eig-ratio-L2=1.488e-01 axis-align=0.903
[63] train=3.6131e-02 | val=5.1351e-02 | L=4.26e-02 E=8.76e-03 Dyn=8.26e-01 | eig-ratio-L2=1.466e-01 axis-align=0.903
[64] train=3.5944e-02 | val=5.0629e-02 | L=4.22e-02 E=8.48e-03 Dyn=8.12e-01 | eig-ratio-L2=1.485e-01 axis-align=0.901
[65] train=3.6187e-02 | val=5.2378e-02 | L=4.35e-02 E=8.83e-03 Dyn=8.02e-01 | eig-ratio-L2=1.457e-01 axis-align=0.899
[66] train=3.6157e-02 | val=5.0124e-02 | L=4.28e-02 E=7.29e-03 Dyn=7.65e-01 | eig-ratio-L2=1.469e-01 axis-align=0.894
[67] train=3.6140e-02 | val=5.1409e-02 | L=4.30e-02 E=8.38e-03 Dyn=8.36e-01 | eig-ratio-L2=1.493e-01 axis-align=0.899
[68] train=3.5849e-02 | val=5.0573e-02 | L=4.19e-02 E=8.65e-03 Dyn=8.52e-01 | eig-ratio-L2=1.480e-01 axis-align=0.902
[69] train=3.5760e-02 | val=5.2214e-02 | L=4.32e-02 E=8.99e-03 Dyn=8.49e-01 | eig-ratio-L2=1.481e-01 axis-align=0.896
[70] train=3.5220e-02 | val=4.9776e-02 | L=4.15e-02 E=8.29e-03 Dyn=8.26e-01 | eig-ratio-L2=1.445e-01 axis-align=0.904
[71] train=3.5548e-02 | val=4.9853e-02 | L=4.15e-02 E=8.39e-03 Dyn=8.17e-01 | eig-ratio-L2=1.477e-01 axis-align=0.900
[72] train=3.5789e-02 | val=5.1731e-02 | L=4.33e-02 E=8.46e-03 Dyn=8.34e-01 | eig-ratio-L2=1.464e-01 axis-align=0.902
[73] train=3.5164e-02 | val=5.1569e-02 | L=4.28e-02 E=8.75e-03 Dyn=7.91e-01 | eig-ratio-L2=1.448e-01 axis-align=0.901
[74] train=3.4971e-02 | val=5.1442e-02 | L=4.28e-02 E=8.65e-03 Dyn=8.00e-01 | eig-ratio-L2=1.437e-01 axis-align=0.904
[75] train=3.5375e-02 | val=5.0873e-02 | L=4.25e-02 E=8.41e-03 Dyn=7.86e-01 | eig-ratio-L2=1.447e-01 axis-align=0.899
[76] train=3.5574e-02 | val=5.1120e-02 | L=4.25e-02 E=8.66e-03 Dyn=8.29e-01 | eig-ratio-L2=1.462e-01 axis-align=0.904
[77] train=3.4519e-02 | val=5.0783e-02 | L=4.16e-02 E=9.18e-03 Dyn=9.04e-01 | eig-ratio-L2=1.481e-01 axis-align=0.901
[78] train=3.4789e-02 | val=4.9968e-02 | L=4.19e-02 E=8.08e-03 Dyn=8.88e-01 | eig-ratio-L2=1.494e-01 axis-align=0.898
[79] train=3.4198e-02 | val=5.0984e-02 | L=4.17e-02 E=9.26e-03 Dyn=8.62e-01 | eig-ratio-L2=1.495e-01 axis-align=0.898
[80] train=3.4424e-02 | val=5.2331e-02 | L=4.31e-02 E=9.22e-03 Dyn=9.12e-01 | eig-ratio-L2=1.461e-01 axis-align=0.904
[81] train=3.4499e-02 | val=5.1036e-02 | L=4.28e-02 E=8.29e-03 Dyn=8.77e-01 | eig-ratio-L2=1.473e-01 axis-align=0.895
[82] train=3.4346e-02 | val=5.2532e-02 | L=4.27e-02 E=9.80e-03 Dyn=8.36e-01 | eig-ratio-L2=1.457e-01 axis-align=0.903
[83] train=3.3602e-02 | val=5.2600e-02 | L=4.36e-02 E=9.04e-03 Dyn=7.85e-01 | eig-ratio-L2=1.462e-01 axis-align=0.901
[84] train=3.3711e-02 | val=5.0564e-02 | L=4.22e-02 E=8.40e-03 Dyn=8.57e-01 | eig-ratio-L2=1.468e-01 axis-align=0.900
[85] train=3.3659e-02 | val=5.2377e-02 | L=4.31e-02 E=9.31e-03 Dyn=7.69e-01 | eig-ratio-L2=1.464e-01 axis-align=0.899
[86] train=3.3745e-02 | val=5.3184e-02 | L=4.34e-02 E=9.76e-03 Dyn=8.69e-01 | eig-ratio-L2=1.453e-01 axis-align=0.903
[87] train=3.3453e-02 | val=5.1504e-02 | L=4.27e-02 E=8.85e-03 Dyn=8.65e-01 | eig-ratio-L2=1.490e-01 axis-align=0.900
[88] train=3.3707e-02 | val=5.0530e-02 | L=4.19e-02 E=8.63e-03 Dyn=8.28e-01 | eig-ratio-L2=1.493e-01 axis-align=0.902
[89] train=3.3484e-02 | val=5.0887e-02 | L=4.22e-02 E=8.67e-03 Dyn=8.25e-01 | eig-ratio-L2=1.466e-01 axis-align=0.901
[90] train=3.3120e-02 | val=5.2505e-02 | L=4.31e-02 E=9.38e-03 Dyn=8.66e-01 | eig-ratio-L2=1.449e-01 axis-align=0.899
[91] train=3.3068e-02 | val=5.1003e-02 | L=4.21e-02 E=8.85e-03 Dyn=8.77e-01 | eig-ratio-L2=1.467e-01 axis-align=0.901
[92] train=3.3266e-02 | val=5.4237e-02 | L=4.34e-02 E=1.09e-02 Dyn=9.03e-01 | eig-ratio-L2=1.457e-01 axis-align=0.898
[93] train=3.2808e-02 | val=5.0204e-02 | L=4.18e-02 E=8.38e-03 Dyn=8.42e-01 | eig-ratio-L2=1.477e-01 axis-align=0.896
[94] train=3.2912e-02 | val=5.1095e-02 | L=4.28e-02 E=8.32e-03 Dyn=8.31e-01 | eig-ratio-L2=1.486e-01 axis-align=0.895
[95] train=3.2255e-02 | val=5.2877e-02 | L=4.32e-02 E=9.66e-03 Dyn=9.13e-01 | eig-ratio-L2=1.465e-01 axis-align=0.899
[96] train=3.2530e-02 | val=5.1988e-02 | L=4.28e-02 E=9.18e-03 Dyn=9.33e-01 | eig-ratio-L2=1.490e-01 axis-align=0.896
[97] train=3.2326e-02 | val=5.0285e-02 | L=4.16e-02 E=8.65e-03 Dyn=8.23e-01 | eig-ratio-L2=1.441e-01 axis-align=0.897
[98] train=3.2712e-02 | val=5.0901e-02 | L=4.22e-02 E=8.68e-03 Dyn=8.48e-01 | eig-ratio-L2=1.482e-01 axis-align=0.897
[99] train=3.2074e-02 | val=5.2254e-02 | L=4.30e-02 E=9.27e-03 Dyn=8.32e-01 | eig-ratio-L2=1.478e-01 axis-align=0.897
[100] train=3.2114e-02 | val=5.2580e-02 | L=4.34e-02 E=9.17e-03 Dyn=8.71e-01 | eig-ratio-L2=1.460e-01 axis-align=0.896
[101] train=3.2219e-02 | val=5.1830e-02 | L=4.34e-02 E=8.45e-03 Dyn=7.89e-01 | eig-ratio-L2=1.467e-01 axis-align=0.895
[102] train=3.1952e-02 | val=5.2373e-02 | L=4.24e-02 E=1.00e-02 Dyn=8.64e-01 | eig-ratio-L2=1.491e-01 axis-align=0.901
[103] train=3.2272e-02 | val=5.3654e-02 | L=4.34e-02 E=1.02e-02 Dyn=8.63e-01 | eig-ratio-L2=1.467e-01 axis-align=0.900
[104] train=3.1711e-02 | val=5.2609e-02 | L=4.28e-02 E=9.79e-03 Dyn=9.08e-01 | eig-ratio-L2=1.471e-01 axis-align=0.896
[105] train=3.1601e-02 | val=5.2339e-02 | L=4.29e-02 E=9.44e-03 Dyn=8.23e-01 | eig-ratio-L2=1.442e-01 axis-align=0.902
[106] train=3.1171e-02 | val=5.4489e-02 | L=4.42e-02 E=1.03e-02 Dyn=8.71e-01 | eig-ratio-L2=1.504e-01 axis-align=0.899
[107] train=3.1485e-02 | val=5.1673e-02 | L=4.28e-02 E=8.88e-03 Dyn=8.48e-01 | eig-ratio-L2=1.455e-01 axis-align=0.894
[108] train=3.1584e-02 | val=5.1569e-02 | L=4.24e-02 E=9.18e-03 Dyn=8.66e-01 | eig-ratio-L2=1.497e-01 axis-align=0.897
[109] train=3.0989e-02 | val=5.2284e-02 | L=4.28e-02 E=9.48e-03 Dyn=8.82e-01 | eig-ratio-L2=1.474e-01 axis-align=0.896
[110] train=3.0991e-02 | val=5.2880e-02 | L=4.34e-02 E=9.46e-03 Dyn=8.81e-01 | eig-ratio-L2=1.490e-01 axis-align=0.897
[111] train=3.0800e-02 | val=5.4421e-02 | L=4.46e-02 E=9.82e-03 Dyn=8.67e-01 | eig-ratio-L2=1.474e-01 axis-align=0.898
[112] train=3.1323e-02 | val=5.3553e-02 | L=4.37e-02 E=9.80e-03 Dyn=8.27e-01 | eig-ratio-L2=1.442e-01 axis-align=0.899
[113] train=3.1234e-02 | val=5.0599e-02 | L=4.21e-02 E=8.54e-03 Dyn=8.78e-01 | eig-ratio-L2=1.452e-01 axis-align=0.898
[114] train=3.0588e-02 | val=5.4872e-02 | L=4.44e-02 E=1.05e-02 Dyn=8.56e-01 | eig-ratio-L2=1.458e-01 axis-align=0.900
[115] train=3.0661e-02 | val=5.1742e-02 | L=4.30e-02 E=8.74e-03 Dyn=8.33e-01 | eig-ratio-L2=1.474e-01 axis-align=0.896
[116] train=3.0774e-02 | val=5.3273e-02 | L=4.35e-02 E=9.75e-03 Dyn=9.00e-01 | eig-ratio-L2=1.493e-01 axis-align=0.894
[117] train=3.0252e-02 | val=5.1297e-02 | L=4.26e-02 E=8.73e-03 Dyn=8.72e-01 | eig-ratio-L2=1.456e-01 axis-align=0.897
[118] train=3.0164e-02 | val=5.0908e-02 | L=4.22e-02 E=8.68e-03 Dyn=8.38e-01 | eig-ratio-L2=1.487e-01 axis-align=0.897
[119] train=3.0220e-02 | val=5.2664e-02 | L=4.35e-02 E=9.15e-03 Dyn=8.61e-01 | eig-ratio-L2=1.458e-01 axis-align=0.895
[120] train=3.0294e-02 | val=5.4282e-02 | L=4.43e-02 E=1.00e-02 Dyn=8.82e-01 | eig-ratio-L2=1.475e-01 axis-align=0.895
[121] train=3.0381e-02 | val=5.2607e-02 | L=4.34e-02 E=9.16e-03 Dyn=8.46e-01 | eig-ratio-L2=1.472e-01 axis-align=0.900
[122] train=3.0441e-02 | val=5.3845e-02 | L=4.35e-02 E=1.03e-02 Dyn=9.09e-01 | eig-ratio-L2=1.492e-01 axis-align=0.898
[123] train=3.0222e-02 | val=5.1227e-02 | L=4.25e-02 E=8.75e-03 Dyn=8.52e-01 | eig-ratio-L2=1.465e-01 axis-align=0.896
[124] train=3.0224e-02 | val=5.0905e-02 | L=4.26e-02 E=8.32e-03 Dyn=8.67e-01 | eig-ratio-L2=1.480e-01 axis-align=0.893
[125] train=3.0141e-02 | val=5.2870e-02 | L=4.31e-02 E=9.75e-03 Dyn=9.09e-01 | eig-ratio-L2=1.465e-01 axis-align=0.896
[126] train=2.9697e-02 | val=5.1950e-02 | L=4.32e-02 E=8.79e-03 Dyn=8.29e-01 | eig-ratio-L2=1.462e-01 axis-align=0.899
[127] train=2.9561e-02 | val=5.3830e-02 | L=4.43e-02 E=9.48e-03 Dyn=8.89e-01 | eig-ratio-L2=1.457e-01 axis-align=0.897
[128] train=2.9643e-02 | val=5.2180e-02 | L=4.35e-02 E=8.72e-03 Dyn=9.29e-01 | eig-ratio-L2=1.469e-01 axis-align=0.895
[129] train=2.9966e-02 | val=5.3442e-02 | L=4.35e-02 E=9.92e-03 Dyn=9.09e-01 | eig-ratio-L2=1.473e-01 axis-align=0.897
[130] train=2.9785e-02 | val=5.3033e-02 | L=4.39e-02 E=9.12e-03 Dyn=8.18e-01 | eig-ratio-L2=1.446e-01 axis-align=0.897
[131] train=2.9544e-02 | val=5.1444e-02 | L=4.28e-02 E=8.62e-03 Dyn=8.43e-01 | eig-ratio-L2=1.457e-01 axis-align=0.897
[132] train=2.9521e-02 | val=5.1235e-02 | L=4.32e-02 E=8.04e-03 Dyn=8.62e-01 | eig-ratio-L2=1.465e-01 axis-align=0.896
[133] train=2.9127e-02 | val=5.5023e-02 | L=4.49e-02 E=1.02e-02 Dyn=9.12e-01 | eig-ratio-L2=1.460e-01 axis-align=0.896
[134] train=2.9117e-02 | val=5.2477e-02 | L=4.37e-02 E=8.78e-03 Dyn=8.38e-01 | eig-ratio-L2=1.455e-01 axis-align=0.895
[135] train=2.9555e-02 | val=5.2394e-02 | L=4.33e-02 E=9.11e-03 Dyn=9.09e-01 | eig-ratio-L2=1.494e-01 axis-align=0.898
[136] train=2.8891e-02 | val=5.1814e-02 | L=4.33e-02 E=8.48e-03 Dyn=8.75e-01 | eig-ratio-L2=1.478e-01 axis-align=0.896
[137] train=2.9099e-02 | val=5.2278e-02 | L=4.36e-02 E=8.66e-03 Dyn=8.11e-01 | eig-ratio-L2=1.447e-01 axis-align=0.899
[138] train=2.8666e-02 | val=5.2108e-02 | L=4.33e-02 E=8.81e-03 Dyn=8.14e-01 | eig-ratio-L2=1.503e-01 axis-align=0.898
[139] train=2.8432e-02 | val=5.3605e-02 | L=4.42e-02 E=9.42e-03 Dyn=8.85e-01 | eig-ratio-L2=1.485e-01 axis-align=0.893
[140] train=2.9198e-02 | val=5.0691e-02 | L=4.24e-02 E=8.31e-03 Dyn=8.23e-01 | eig-ratio-L2=1.458e-01 axis-align=0.894
[141] train=2.8829e-02 | val=5.0649e-02 | L=4.25e-02 E=8.12e-03 Dyn=8.29e-01 | eig-ratio-L2=1.460e-01 axis-align=0.894
[142] train=2.8718e-02 | val=5.1302e-02 | L=4.30e-02 E=8.33e-03 Dyn=8.60e-01 | eig-ratio-L2=1.469e-01 axis-align=0.899
[143] train=2.8662e-02 | val=5.2764e-02 | L=4.40e-02 E=8.77e-03 Dyn=8.15e-01 | eig-ratio-L2=1.454e-01 axis-align=0.893
[144] train=2.8773e-02 | val=5.1547e-02 | L=4.36e-02 E=7.98e-03 Dyn=7.97e-01 | eig-ratio-L2=1.460e-01 axis-align=0.896
[145] train=2.8673e-02 | val=5.3828e-02 | L=4.50e-02 E=8.84e-03 Dyn=8.44e-01 | eig-ratio-L2=1.460e-01 axis-align=0.898
[146] train=2.8835e-02 | val=5.2244e-02 | L=4.32e-02 E=9.01e-03 Dyn=8.80e-01 | eig-ratio-L2=1.510e-01 axis-align=0.897
[147] train=2.8017e-02 | val=5.3181e-02 | L=4.44e-02 E=8.79e-03 Dyn=8.63e-01 | eig-ratio-L2=1.485e-01 axis-align=0.899
[148] train=2.8511e-02 | val=5.1724e-02 | L=4.33e-02 E=8.40e-03 Dyn=8.69e-01 | eig-ratio-L2=1.497e-01 axis-align=0.893
[149] train=2.8080e-02 | val=5.2460e-02 | L=4.39e-02 E=8.56e-03 Dyn=8.14e-01 | eig-ratio-L2=1.467e-01 axis-align=0.898
[150] train=2.8380e-02 | val=5.1300e-02 | L=4.31e-02 E=8.18e-03 Dyn=9.08e-01 | eig-ratio-L2=1.484e-01 axis-align=0.892
[151] train=2.8016e-02 | val=5.2931e-02 | L=4.43e-02 E=8.61e-03 Dyn=8.39e-01 | eig-ratio-L2=1.456e-01 axis-align=0.899
[152] train=2.8140e-02 | val=5.3216e-02 | L=4.44e-02 E=8.81e-03 Dyn=8.30e-01 | eig-ratio-L2=1.461e-01 axis-align=0.898
[153] train=2.8019e-02 | val=5.4038e-02 | L=4.50e-02 E=9.01e-03 Dyn=8.45e-01 | eig-ratio-L2=1.471e-01 axis-align=0.896
[154] train=2.8084e-02 | val=5.4058e-02 | L=4.46e-02 E=9.50e-03 Dyn=8.99e-01 | eig-ratio-L2=1.478e-01 axis-align=0.903
[155] train=2.7815e-02 | val=5.3641e-02 | L=4.46e-02 E=9.02e-03 Dyn=8.48e-01 | eig-ratio-L2=1.446e-01 axis-align=0.895
[156] train=2.7890e-02 | val=5.2733e-02 | L=4.38e-02 E=8.90e-03 Dyn=9.04e-01 | eig-ratio-L2=1.492e-01 axis-align=0.894
[157] train=2.8099e-02 | val=5.3929e-02 | L=4.45e-02 E=9.39e-03 Dyn=7.99e-01 | eig-ratio-L2=1.445e-01 axis-align=0.895
[158] train=2.7924e-02 | val=5.2023e-02 | L=4.35e-02 E=8.51e-03 Dyn=8.59e-01 | eig-ratio-L2=1.473e-01 axis-align=0.901
[159] train=2.7272e-02 | val=5.4637e-02 | L=4.54e-02 E=9.27e-03 Dyn=9.19e-01 | eig-ratio-L2=1.461e-01 axis-align=0.897
[160] train=2.7533e-02 | val=5.2639e-02 | L=4.42e-02 E=8.49e-03 Dyn=8.87e-01 | eig-ratio-L2=1.492e-01 axis-align=0.890
[161] train=2.7148e-02 | val=5.4011e-02 | L=4.49e-02 E=9.11e-03 Dyn=8.58e-01 | eig-ratio-L2=1.455e-01 axis-align=0.893
[162] train=2.7708e-02 | val=5.2634e-02 | L=4.42e-02 E=8.45e-03 Dyn=8.55e-01 | eig-ratio-L2=1.460e-01 axis-align=0.896
[163] train=2.7251e-02 | val=5.4178e-02 | L=4.47e-02 E=9.46e-03 Dyn=8.85e-01 | eig-ratio-L2=1.508e-01 axis-align=0.893
[164] train=2.7336e-02 | val=5.3589e-02 | L=4.44e-02 E=9.21e-03 Dyn=9.12e-01 | eig-ratio-L2=1.476e-01 axis-align=0.895
[165] train=2.7437e-02 | val=5.2878e-02 | L=4.46e-02 E=8.30e-03 Dyn=8.73e-01 | eig-ratio-L2=1.461e-01 axis-align=0.892
[166] train=2.7357e-02 | val=5.3877e-02 | L=4.49e-02 E=8.94e-03 Dyn=8.26e-01 | eig-ratio-L2=1.473e-01 axis-align=0.899
[167] train=2.7237e-02 | val=5.4098e-02 | L=4.50e-02 E=9.08e-03 Dyn=8.72e-01 | eig-ratio-L2=1.471e-01 axis-align=0.896
[168] train=2.7409e-02 | val=5.2966e-02 | L=4.44e-02 E=8.53e-03 Dyn=8.49e-01 | eig-ratio-L2=1.460e-01 axis-align=0.892
[169] train=2.7061e-02 | val=5.3773e-02 | L=4.50e-02 E=8.81e-03 Dyn=8.47e-01 | eig-ratio-L2=1.480e-01 axis-align=0.899
[170] train=2.6716e-02 | val=5.5071e-02 | L=4.47e-02 E=1.04e-02 Dyn=8.90e-01 | eig-ratio-L2=1.461e-01 axis-align=0.894
[171] train=2.6876e-02 | val=5.5090e-02 | L=4.53e-02 E=9.75e-03 Dyn=8.40e-01 | eig-ratio-L2=1.451e-01 axis-align=0.895
[172] train=2.7094e-02 | val=5.5542e-02 | L=4.62e-02 E=9.35e-03 Dyn=8.31e-01 | eig-ratio-L2=1.442e-01 axis-align=0.900
[173] train=2.6422e-02 | val=5.4251e-02 | L=4.52e-02 E=9.09e-03 Dyn=8.67e-01 | eig-ratio-L2=1.482e-01 axis-align=0.890
[174] train=2.6910e-02 | val=5.3551e-02 | L=4.51e-02 E=8.46e-03 Dyn=9.18e-01 | eig-ratio-L2=1.474e-01 axis-align=0.892
[175] train=2.7035e-02 | val=5.4389e-02 | L=4.54e-02 E=8.95e-03 Dyn=8.71e-01 | eig-ratio-L2=1.483e-01 axis-align=0.892
[176] train=2.7015e-02 | val=5.4651e-02 | L=4.58e-02 E=8.87e-03 Dyn=8.43e-01 | eig-ratio-L2=1.432e-01 axis-align=0.897
[177] train=2.6818e-02 | val=5.4992e-02 | L=4.57e-02 E=9.31e-03 Dyn=8.45e-01 | eig-ratio-L2=1.504e-01 axis-align=0.901
[178] train=2.6709e-02 | val=5.4064e-02 | L=4.51e-02 E=9.01e-03 Dyn=8.83e-01 | eig-ratio-L2=1.491e-01 axis-align=0.894
[179] train=2.6788e-02 | val=5.6305e-02 | L=4.68e-02 E=9.49e-03 Dyn=8.64e-01 | eig-ratio-L2=1.468e-01 axis-align=0.893
[180] train=2.6628e-02 | val=5.4569e-02 | L=4.49e-02 E=9.64e-03 Dyn=8.41e-01 | eig-ratio-L2=1.457e-01 axis-align=0.896
[181] train=2.6793e-02 | val=5.4220e-02 | L=4.56e-02 E=8.59e-03 Dyn=8.33e-01 | eig-ratio-L2=1.473e-01 axis-align=0.893
[182] train=2.6379e-02 | val=5.5866e-02 | L=4.62e-02 E=9.67e-03 Dyn=8.28e-01 | eig-ratio-L2=1.454e-01 axis-align=0.898
[183] train=2.6793e-02 | val=5.5301e-02 | L=4.61e-02 E=9.25e-03 Dyn=8.50e-01 | eig-ratio-L2=1.460e-01 axis-align=0.890
[184] train=2.6484e-02 | val=5.5122e-02 | L=4.59e-02 E=9.27e-03 Dyn=8.63e-01 | eig-ratio-L2=1.502e-01 axis-align=0.898
[185] train=2.6312e-02 | val=5.5051e-02 | L=4.63e-02 E=8.79e-03 Dyn=8.63e-01 | eig-ratio-L2=1.466e-01 axis-align=0.901
[186] train=2.6363e-02 | val=5.4684e-02 | L=4.57e-02 E=8.97e-03 Dyn=8.48e-01 | eig-ratio-L2=1.463e-01 axis-align=0.896
[187] train=2.6336e-02 | val=5.5895e-02 | L=4.63e-02 E=9.57e-03 Dyn=8.75e-01 | eig-ratio-L2=1.466e-01 axis-align=0.897
[188] train=2.6062e-02 | val=5.4590e-02 | L=4.55e-02 E=9.10e-03 Dyn=8.46e-01 | eig-ratio-L2=1.498e-01 axis-align=0.892
[189] train=2.6389e-02 | val=5.5460e-02 | L=4.62e-02 E=9.28e-03 Dyn=8.52e-01 | eig-ratio-L2=1.482e-01 axis-align=0.892
[190] train=2.6526e-02 | val=5.5322e-02 | L=4.59e-02 E=9.44e-03 Dyn=8.78e-01 | eig-ratio-L2=1.461e-01 axis-align=0.892
[191] train=2.5891e-02 | val=5.5903e-02 | L=4.64e-02 E=9.51e-03 Dyn=9.11e-01 | eig-ratio-L2=1.489e-01 axis-align=0.897
[192] train=2.6293e-02 | val=5.4919e-02 | L=4.55e-02 E=9.44e-03 Dyn=8.86e-01 | eig-ratio-L2=1.489e-01 axis-align=0.899
[193] train=2.6059e-02 | val=5.6369e-02 | L=4.71e-02 E=9.30e-03 Dyn=8.32e-01 | eig-ratio-L2=1.454e-01 axis-align=0.894
[194] train=2.5907e-02 | val=5.5006e-02 | L=4.54e-02 E=9.59e-03 Dyn=8.67e-01 | eig-ratio-L2=1.499e-01 axis-align=0.898
[195] train=2.6091e-02 | val=5.4774e-02 | L=4.58e-02 E=9.01e-03 Dyn=8.51e-01 | eig-ratio-L2=1.486e-01 axis-align=0.893
[196] train=2.6115e-02 | val=5.5085e-02 | L=4.55e-02 E=9.54e-03 Dyn=9.15e-01 | eig-ratio-L2=1.471e-01 axis-align=0.893
[197] train=2.5933e-02 | val=5.4280e-02 | L=4.51e-02 E=9.22e-03 Dyn=8.78e-01 | eig-ratio-L2=1.463e-01 axis-align=0.899
